Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
sails,Realtime MVC Framework for Node.js,https://github.com/balderdashy/sails,2012-03-18T19:46:15Z,2023-09-21T10:52:33Z,https://sailsjs.com,13178,22644,1989,581,22644,JavaScript,MIT,[],True,False,True,False,True,False,False,False,False,master
exa,A modern replacement for ‘ls’.,https://github.com/ogham/exa,2014-05-22T12:45:16Z,2023-09-21T09:15:22Z,https://the.exa.website/,3879,22638,671,307,22638,Rust,MIT,"['command-line', 'files', 'ls', 'rust']",True,False,True,False,False,False,False,False,False,master
Telegram,Telegram for Android source,https://github.com/DrKLO/Telegram,2013-10-25T14:08:10Z,2023-09-21T10:45:36Z,,425783,22631,7604,509,22631,Java,GPL-2.0,['telegram'],False,True,True,False,False,False,False,False,False,master
awesome-actions,A curated list of awesome actions to use on GitHub,https://github.com/sdras/awesome-actions,2018-10-17T17:53:45Z,2023-09-21T01:58:44Z,,1083,22628,1418,106,22628,,CC0-1.0,"['actions', 'actions-list', 'awesome', 'awesome-list', 'awesome-lists', 'curated-list', 'github', 'github-actions']",True,True,True,True,False,False,False,False,False,main
tdesktop,Telegram Desktop messaging app,https://github.com/telegramdesktop/tdesktop,2014-05-02T12:36:31Z,2023-09-21T10:50:41Z,https://desktop.telegram.org/,213323,22613,4659,789,22613,C++,NOASSERTION,"['messenger', 'multi-platform', 'telegram', 'telegram-desktop', 'telegram-solution']",True,False,True,True,False,False,False,False,False,dev
CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",https://github.com/gchq/CyberChef,2016-11-28T10:34:07Z,2023-09-21T11:20:53Z,https://gchq.github.io/CyberChef,88985,22592,2684,410,22592,JavaScript,Apache-2.0,"['compression', 'data-analysis', 'data-manipulation', 'encoding', 'encryption', 'hashing', 'parsing']",True,True,True,True,True,False,False,False,False,master
firecracker,Secure and fast microVMs for serverless computing.,https://github.com/firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2023-09-21T10:55:09Z,http://firecracker-microvm.io,28773,22553,1613,126,22553,Rust,Apache-2.0,"['containers', 'minimalist', 'open-source', 'oversubscription', 'rust', 'sandbox', 'serverless', 'virtual-machine', 'virtualization']",True,True,True,False,False,True,False,False,False,main
Data-Science-For-Beginners,"10 Weeks, 20 Lessons, Data Science for All!",https://github.com/microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,2023-09-21T10:19:52Z,https://microsoft.github.io/Data-Science-For-Beginners/,71522,22550,4629,41,22550,Jupyter Notebook,MIT,"['data-analysis', 'data-science', 'data-visualization', 'pandas', 'python']",True,False,True,False,True,True,False,False,False,main
hub,A command-line tool that makes git easier to use with GitHub.,https://github.com/mislav/hub,2009-12-05T22:15:25Z,2023-09-21T06:14:19Z,https://hub.github.com/,7324,22528,2409,286,22528,Go,MIT,"['git', 'github-api', 'go', 'homebrew', 'pull-request']",True,True,False,False,True,True,False,False,False,master
octotree,GitHub on steroids,https://github.com/ovity/octotree,2014-05-09T18:15:20Z,2023-09-21T11:16:22Z,https://www.octotree.io/,82923,22520,1901,38,22520,JavaScript,AGPL-3.0,"['browser-extension', 'chrome', 'code-files', 'code-review', 'edge', 'firefox', 'github', 'opera', 'pull-request-review', 'safari']",True,False,True,False,False,True,False,False,False,master
MiniGPT-4,MiniGPT-4: Enhancing Vision-language Understanding with Advanced Large Language Models,https://github.com/Vision-CAIR/MiniGPT-4,2023-04-15T22:17:09Z,2023-09-21T10:24:02Z,https://minigpt-4.github.io,46460,22502,2650,243,22502,Python,BSD-3-Clause,[],True,True,True,True,False,True,False,False,False,main
draft-js,A React framework for building text editors.,https://github.com/facebookarchive/draft-js,2016-02-19T20:18:26Z,2023-09-21T11:15:30Z,https://draftjs.org/,36831,22480,2709,957,22480,JavaScript,MIT,[],True,True,True,True,True,False,False,True,False,main
surrealdb,"A scalable, distributed, collaborative, document-graph database, for the realtime web",https://github.com/surrealdb/surrealdb,2021-12-09T15:03:29Z,2023-09-21T11:04:01Z,https://surrealdb.com,14883,22479,643,311,22479,Rust,NOASSERTION,"['backend-as-a-service', 'cloud-database', 'collaborative', 'database', 'database-as-a-service', 'developer-tools', 'devtools', 'distributed', 'distributed-database', 'document-database', 'graph-database', 'hacktoberfest', 'iot-database', 'nosql', 'realtime-database', 'serverless', 'sql', 'surreal', 'surrealdb', 'web']",True,True,True,False,False,True,False,False,False,main
redux-saga,An alternative side effect model for Redux apps,https://github.com/redux-saga/redux-saga,2015-11-29T16:58:12Z,2023-09-21T10:54:58Z,https://redux-saga.js.org/,9121,22477,2037,28,22477,JavaScript,MIT,"['effects', 'middleware', 'redux', 'redux-saga', 'sagas']",True,True,True,True,True,True,False,False,False,main
table,"🤖 Headless UI for building powerful tables & datagrids for TS/JS -  React-Table, Vue-Table, Solid-Table, Svelte-Table",https://github.com/TanStack/table,2016-10-20T17:25:08Z,2023-09-21T11:09:31Z,https://tanstack.com/table,21527,22476,2900,170,22476,TypeScript,MIT,"['datagrid', 'datagrids', 'datatable', 'filtering', 'grid', 'grouping', 'hooks', 'javascript', 'pagination', 'react', 'reactjs', 'solid', 'solidjs', 'sorting', 'svelte', 'sveltejs', 'table', 'typescript', 'vue']",True,True,True,False,False,True,False,False,False,main
blog,没事写写文章，喜欢的话请点star，想订阅点watch，千万别fork！,https://github.com/fouber/blog,2014-04-25T09:44:42Z,2023-09-19T02:45:11Z,,19107,22454,2410,10,22454,,,[],True,True,True,True,False,False,False,False,False,master
gson,A Java serialization/deserialization library to convert Java Objects into JSON and back,https://github.com/google/gson,2015-03-19T18:21:20Z,2023-09-21T07:25:21Z,,12425,22445,4291,384,22445,Java,Apache-2.0,[],True,False,False,False,True,False,False,False,False,main
ember.js,Ember.js - A JavaScript framework for creating ambitious web applications,https://github.com/emberjs/ember.js,2011-05-25T23:39:40Z,2023-09-21T01:24:17Z,https://emberjs.com,79144,22437,4331,356,22437,JavaScript,MIT,"['ember', 'hacktoberfest', 'javascript', 'javascript-framework']",True,True,True,False,False,False,False,False,False,main
skywalking,"APM, Application Performance Monitoring System",https://github.com/apache/skywalking,2015-11-07T03:30:36Z,2023-09-21T07:57:52Z,https://skywalking.apache.org/,167967,22428,6336,47,22428,Java,Apache-2.0,"['apm', 'dapper', 'distributed-tracing', 'ebpf', 'logging', 'metrics', 'observability', 'open-telemetry', 'prometheus', 'service-mesh', 'skywalking', 'telegraf', 'web-performance', 'zabbix']",True,False,True,False,False,True,False,False,False,master
ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://github.com/eriklindernoren/ML-From-Scratch,2017-02-05T12:11:23Z,2023-09-21T10:55:04Z,,553,22390,4405,49,22390,Python,MIT,"['data-mining', 'data-science', 'deep-learning', 'deep-reinforcement-learning', 'genetic-algorithm', 'machine-learning', 'machine-learning-from-scratch']",True,True,True,True,False,False,False,False,False,master
flv.js,HTML5 FLV Player,https://github.com/bilibili/flv.js,2016-05-12T08:34:31Z,2023-09-21T09:22:10Z,,1672,22374,3407,437,22374,JavaScript,Apache-2.0,[],True,True,True,True,True,False,False,False,False,master
homebridge,HomeKit support for the impatient.,https://github.com/homebridge/homebridge,2014-12-01T16:37:39Z,2023-09-20T21:41:04Z,https://homebridge.io,3142,22370,1988,26,22370,TypeScript,Apache-2.0,"['hap', 'homebridge', 'homekit', 'homekit-accessory-protocol', 'homekit-api', 'homekit-bridge', 'siri']",True,False,True,True,True,False,False,False,False,master
tuning_playbook,A playbook for systematically maximizing the performance of deep learning models.,https://github.com/google-research/tuning_playbook,2023-01-18T23:32:32Z,2023-09-21T11:33:06Z,,1028,22369,1923,32,22369,,NOASSERTION,[],True,True,True,False,False,True,False,False,False,main
AFFiNE,"There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",https://github.com/toeverything/AFFiNE,2022-07-31T18:45:21Z,2023-09-21T10:08:23Z,https://affine.pro,251204,22319,1467,229,22319,TypeScript,NOASSERTION,"['app', 'crdt', 'editor', 'electron', 'knowledge-base', 'markdown', 'miro', 'notes', 'notion', 'notion-alternative', 'rust', 'rust-lang', 'rust-language', 'table', 'tableview', 'whiteboard', 'wiki', 'workspace']",True,True,True,False,False,True,False,False,False,master
dapr,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",https://github.com/dapr/dapr,2019-06-19T00:49:06Z,2023-09-21T10:55:25Z,https://dapr.io,119926,22307,1739,389,22307,Go,Apache-2.0,"['containers', 'event-driven', 'kubernetes', 'microservice', 'microservices', 'pubsub', 'serverless', 'sidecar', 'state-management']",True,False,True,False,False,False,False,False,False,master
RedisDesktopManager,,https://github.com/RedisInsight/RedisDesktopManager,2013-08-05T07:51:08Z,2023-09-21T07:54:34Z,https://resp.app,78590,22304,3289,50,22304,C++,NOASSERTION,[],True,False,True,False,False,True,False,False,False,2022
Rectangle,Move and resize windows on macOS with keyboard shortcuts and snap areas,https://github.com/rxhanson/Rectangle,2019-06-21T21:34:53Z,2023-09-21T05:30:24Z,https://rectangleapp.com,5161,22299,647,96,22299,Swift,NOASSERTION,[],True,True,True,True,False,True,False,False,False,master
sweetalert,"A beautiful replacement for JavaScript's ""alert""",https://github.com/t4t5/sweetalert,2014-09-30T11:12:48Z,2023-09-20T00:52:12Z,https://sweetalert.js.org,5478,22292,2920,194,22292,TypeScript,MIT,"['alert', 'dialog', 'javascript', 'modal', 'popup', 'sweetalert', 'ui']",True,True,True,True,True,False,False,False,False,master
wttr.in,:partly_sunny: The right way to check the weather,https://github.com/chubin/wttr.in,2015-12-26T21:03:43Z,2023-09-21T10:35:43Z,https://wttr.in,1647,22289,1028,287,22289,Python,Apache-2.0,"['ascii-art', 'curl', 'hacktoberfest', 'hacktoberfest-accepted', 'hacktoberfest2021', 'hacktoberfest2022', 'terminal', 'weather', 'weather-api', 'weather-app', 'weather-information']",True,True,True,True,False,True,False,False,False,master
ipfs,Peer-to-peer hypermedia protocol,https://github.com/ipfs/ipfs,2014-02-11T07:28:24Z,2023-09-21T09:01:45Z,https://ipfs.tech,2300,22287,1503,6,22287,,MIT,"['ipfs', 'ipfs-protocol', 'ipfs-web', 'ipld', 'js-ipfs', 'multiformats', 'p2p', 'paper', 'protocol']",True,False,True,False,False,True,False,False,False,master
fish-shell,The user-friendly command line shell.,https://github.com/fish-shell/fish-shell,2012-05-10T03:00:55Z,2023-09-21T10:28:47Z,https://fishshell.com,78764,22282,1748,455,22282,C++,NOASSERTION,"['fish', 'shell', 'terminal']",True,True,True,True,False,True,False,False,False,master
wepy,小程序组件化开发框架,https://github.com/Tencent/wepy,2016-11-14T08:06:56Z,2023-09-20T12:35:15Z,https://wepyjs.gitee.io/wepy-docs/,9541,22270,3097,384,22270,JavaScript,NOASSERTION,"['weapp', 'wepy']",True,True,True,True,False,False,False,False,False,master
react-redux-links,"Curated tutorial and resource links I've collected on React, Redux, ES6, and more",https://github.com/markerikson/react-redux-links,2016-01-22T02:10:28Z,2023-09-21T09:22:26Z,,1588,22257,2501,32,22257,,,"['es6', 'javascript', 'react', 'redux', 'webpack']",True,True,True,True,False,False,False,False,False,master
k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!,https://github.com/derailed/k9s,2019-01-25T18:46:02Z,2023-09-21T11:24:11Z,https://k9scli.io,63709,22257,1433,493,22257,Go,Apache-2.0,"['go', 'golang', 'k8s', 'k8s-cluster', 'k9s', 'kubernetes', 'kubernetes-cli', 'kubernetes-clusters']",True,True,True,True,False,False,False,False,False,master
celery,Distributed Task Queue (development branch),https://github.com/celery/celery,2009-04-24T11:31:24Z,2023-09-21T06:18:30Z,https://docs.celeryq.dev,34867,22215,4556,642,22215,Python,NOASSERTION,"['amqp', 'python', 'python-library', 'python3', 'queue-tasks', 'queue-workers', 'queued-jobs', 'redis', 'redis-queue', 'sqs', 'sqs-queue', 'task-manager', 'task-runner', 'task-scheduler']",True,True,True,True,False,True,False,False,False,main
headlessui,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",https://github.com/tailwindlabs/headlessui,2020-09-16T09:53:09Z,2023-09-21T10:40:16Z,https://headlessui.com,5455,22213,908,5,22213,TypeScript,MIT,"['a11y', 'accessibility', 'components', 'headless-ui', 'headlessui', 'react', 'tailwindcss', 'vue']",True,True,True,False,False,True,False,False,False,main
github1s,One second to read GitHub code with VS Code.,https://github.com/conwnet/github1s,2019-06-16T09:55:25Z,2023-09-21T11:12:18Z,https://github1s.com,17210,22212,815,60,22212,TypeScript,MIT,"['hacktoberfest', 'vscode']",True,True,True,True,False,True,False,False,False,master
algo,数据结构和算法必知必会的50个代码实现,https://github.com/wangzheng0822/algo,2018-09-24T05:33:46Z,2023-09-21T09:02:03Z,,1173,22201,6993,153,22201,Python,Apache-2.0,[],True,True,True,True,False,False,False,False,False,master
mocha,"☕️ simple, flexible, fun javascript test framework for node.js & the browser",https://github.com/mochajs/mocha,2011-03-07T18:44:25Z,2023-09-21T07:13:44Z,https://mochajs.org,22206,22199,3031,310,22199,JavaScript,MIT,"['bdd', 'browser', 'javascript', 'mocha', 'mochajs', 'node', 'nodejs', 'tdd', 'test', 'test-framework', 'testing', 'testing-tools']",True,False,True,True,False,True,False,False,False,master
intro.js,"Lightweight, user-friendly onboarding tour library",https://github.com/usablica/intro.js,2013-03-10T15:12:45Z,2023-09-21T11:03:56Z,http://introjs.com,44399,22195,2629,70,22195,TypeScript,NOASSERTION,"['cdn', 'guide', 'html', 'introjs', 'javascript', 'minify', 'tour', 'ux']",True,False,True,False,True,False,False,False,False,master
libuv,Cross-platform asynchronous I/O,https://github.com/libuv/libuv,2013-11-30T00:29:56Z,2023-09-21T10:17:36Z,https://libuv.org/,16516,22189,3462,169,22189,C,MIT,"['asynchronous', 'deep-io', 'io', 'networking', 'unicorns', 'unix', 'velociraptors', 'windows']",True,False,True,False,False,True,False,False,False,v1.x
javascript-testing-best-practices,📗🌐 🚢 Comprehensive and exhaustive JavaScript & Node.js testing best practices (July 2023),https://github.com/goldbergyoni/javascript-testing-best-practices,2019-07-04T11:08:12Z,2023-09-21T11:21:40Z,https://testjavascript.com/,10417,22187,1978,61,22187,JavaScript,MIT,"['angular', 'chai', 'ci', 'cicd', 'contract-testing', 'e2e', 'e2e-tests', 'express', 'integration-testing', 'javascript', 'jest', 'mocha', 'mutation', 'mutation-testing', 'nodejs', 'react', 'test', 'testing', 'unittest']",True,True,True,True,False,False,False,False,False,master
locust,Write scalable load tests in plain Python 🚗💨,https://github.com/locustio/locust,2011-02-17T11:08:03Z,2023-09-21T09:48:54Z,,7561,22163,2773,19,22163,Python,MIT,"['benchmarking', 'http', 'load-generator', 'load-test', 'load-testing', 'load-tests', 'locust', 'performance', 'performance-testing', 'python']",True,True,True,True,False,False,False,False,False,master
SwiftyJSON,The better way to deal with JSON data in Swift.,https://github.com/SwiftyJSON/SwiftyJSON,2014-06-18T14:41:15Z,2023-09-20T17:44:30Z,,1116,22135,3433,131,22135,Swift,MIT,"['carthage', 'cocoapods', 'json', 'json-parser', 'json-parsing-library', 'json-parsing-swift', 'request', 'response', 'swift', 'swift4-2', 'swiftyjson', 'xcode10']",True,True,True,False,False,False,False,False,False,master
tokio,"A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ...",https://github.com/tokio-rs/tokio,2016-09-09T22:31:36Z,2023-09-21T10:47:47Z,https://tokio.rs,13073,22135,2037,286,22135,Rust,MIT,"['asynchronous', 'networking', 'rust']",True,False,True,False,False,True,False,False,False,master
react-starter-kit,The web's most popular Jamstack front-end template (boilerplate) for building web applications with React,https://github.com/kriasoft/react-starter-kit,2014-04-16T13:08:18Z,2023-09-21T03:35:37Z,https://reactstarter.com,18962,22110,4179,5,22110,TypeScript,MIT,"['boilerplate', 'cloudflare', 'firebase', 'graphql', 'hackathon', 'hono', 'javascript', 'material-ui', 'nodejs', 'react', 'reactjs', 'recoil', 'relay', 'scaffolding', 'serverless', 'starter-kit', 'template', 'typescript', 'vite', 'vitest']",True,False,True,True,False,True,False,False,True,main
awesome-falsehood,😱 Falsehoods Programmers Believe in,https://github.com/kdeldycke/awesome-falsehood,2016-09-08T09:13:47Z,2023-09-21T09:16:38Z,,2278,22094,528,4,22094,,CC0-1.0,"['awesome', 'awesome-list', 'date', 'edge-cases', 'email', 'engineering', 'falsehoods', 'geography', 'identity', 'internationalization', 'myths', 'network', 'phone-number', 'phone-numbers', 'postal-addresses', 'programming', 'resources', 'time', 'typography']",True,False,True,False,False,False,False,False,False,main
pumpkin-book,《机器学习》（西瓜书）公式详解,https://github.com/datawhalechina/pumpkin-book,2018-12-22T05:05:24Z,2023-09-21T11:25:37Z,,10807,22090,4635,16,22090,,NOASSERTION,"['book', 'machine-learning', 'pumpkin-book']",True,True,True,True,True,True,False,False,False,master
jumpserver,JumpServer 是广受欢迎的开源堡垒机，是符合 4A 规范的专业运维安全审计系统。,https://github.com/jumpserver/jumpserver,2014-07-04T03:54:59Z,2023-09-21T11:01:14Z,https://jumpserver.org,78271,22084,5085,277,22084,Python,GPL-3.0,"['bastion-host', 'coco', 'django', 'jumpserver', 'luna', 'python', 'ssh-server', 'terminal', 'web-terminal']",True,False,True,True,False,False,False,False,False,dev
lux,👾 Fast and simple video download library and CLI tool written in Go,https://github.com/iawia002/lux,2018-02-24T11:29:03Z,2023-09-21T09:53:08Z,,2507,22081,2570,459,22081,Go,MIT,"['bilibili', 'crawler', 'download', 'downloader', 'go', 'golang', 'iqiyi', 'qq', 'scraper', 'tumblr', 'video', 'youku', 'youtube']",True,False,True,False,False,False,False,False,False,master
elixir,"Elixir is a dynamic, functional language for building scalable and maintainable applications",https://github.com/elixir-lang/elixir,2011-01-09T08:43:57Z,2023-09-21T04:13:27Z,https://elixir-lang.org/,52951,22079,3101,25,22079,Elixir,Apache-2.0,[],True,False,True,True,False,False,False,False,False,main
howler.js,Javascript audio library for the modern web.,https://github.com/goldfire/howler.js,2013-01-28T16:47:12Z,2023-09-21T07:07:51Z,https://howlerjs.com,32217,22064,2205,358,22064,JavaScript,MIT,"['audio', 'audio-library', 'howler', 'html5-audio', 'javascript', 'playback', 'volume', 'web-audio']",True,False,True,False,False,True,False,False,False,master
highlight.js,JavaScript syntax highlighter with language auto-detection and zero dependencies.,https://github.com/highlightjs/highlight.js,2011-01-01T23:47:21Z,2023-09-21T11:07:45Z,https://highlightjs.org/,14545,22058,3541,107,22058,JavaScript,BSD-3-Clause,"['hacktoberfest', 'highlighting', 'javascript', 'language-grammars', 'syntax-highlighter', 'syntax-highlighting']",True,True,True,True,False,False,False,False,False,main
gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",https://github.com/gradio-app/gradio,2018-12-19T08:24:04Z,2023-09-21T11:03:45Z,http://www.gradio.app,241494,22028,1516,437,22028,Python,Apache-2.0,"['data-analysis', 'data-science', 'data-visualization', 'deep-learning', 'deploy', 'gradio', 'gradio-interface', 'interface', 'machine-learning', 'models', 'python', 'python-notebook', 'ui', 'ui-components']",True,True,True,True,False,False,False,False,False,main
flow,Adds static typing to JavaScript to improve developer productivity and code quality.,https://github.com/facebook/flow,2014-10-28T17:17:45Z,2023-09-21T02:49:09Z,https://flow.org/,121182,22016,1902,1480,22016,OCaml,MIT,[],True,True,True,True,False,False,False,False,False,main
flink,Apache Flink,https://github.com/apache/flink,2014-06-07T07:00:10Z,2023-09-21T10:14:48Z,,509851,21975,12743,1081,21975,Java,Apache-2.0,"['big-data', 'flink', 'java', 'python', 'scala', 'sql']",False,False,True,False,False,False,False,False,False,master
qBittorrent,qBittorrent BitTorrent client,https://github.com/qbittorrent/qBittorrent,2012-02-04T09:37:46Z,2023-09-21T10:48:41Z,https://www.qbittorrent.org,176735,21972,3542,2926,21972,C++,NOASSERTION,"['bittorrent', 'bittorrent-client', 'c-plus-plus', 'crossplatform', 'torrent', 'torrent-client']",True,True,True,True,False,True,False,False,False,master
polymer,Our original Web Component library.,https://github.com/Polymer/polymer,2012-08-23T20:56:30Z,2023-09-19T07:11:04Z,https://polymer-library.polymer-project.org/,30911,21964,2040,65,21964,HTML,BSD-3-Clause,"['polymer', 'web-components']",True,True,True,True,False,False,False,False,False,master
fuel-core,Rust full node implementation of the Fuel v2 protocol.,https://github.com/FuelLabs/fuel-core,2020-08-27T21:12:14Z,2023-09-21T11:03:11Z,,9559,21963,790,139,21963,Rust,NOASSERTION,"['blockchain', 'fuel']",True,True,True,True,False,True,False,False,False,master
notable,The Markdown-based note-taking app that doesn't suck.,https://github.com/notable/notable,2018-12-22T13:57:19Z,2023-09-21T09:45:51Z,https://notable.app,8943,21954,1128,688,21954,,,"['cross-platform', 'electron', 'linux', 'mac', 'markdown', 'note', 'react', 'windows']",True,False,True,False,False,False,False,False,False,master
libgdx,Desktop/Android/HTML5/iOS Java game development framework,https://github.com/libgdx/libgdx,2012-08-10T19:34:38Z,2023-09-21T10:57:11Z,http://www.libgdx.com/,1102439,21952,6471,291,21952,Java,Apache-2.0,"['2d', '3d', 'android', 'cross-platform', 'framework', 'game', 'game-development', 'game-engine', 'gamedev', 'html5', 'ios', 'java', 'libgdx', 'linux', 'macosx', 'windows']",True,True,True,True,False,False,False,False,False,master
chosen,"Deprecated - Chosen is a library for making long, unwieldy select boxes more friendly.",https://github.com/harvesthq/chosen,2011-04-18T15:07:41Z,2023-09-21T04:37:20Z,http://harvesthq.github.io/chosen/,3057,21947,4173,306,21947,HTML,NOASSERTION,"['deprecated', 'not-maintained']",True,True,True,False,True,False,False,False,False,master
react-bootstrap,Bootstrap components built with React,https://github.com/react-bootstrap/react-bootstrap,2013-12-27T19:06:07Z,2023-09-21T08:55:24Z,https://react-bootstrap.github.io/,30844,21937,3579,156,21937,TypeScript,MIT,"['bootstrap', 'hacktoberfest', 'javascript', 'react', 'react-components', 'typescript']",True,True,True,True,False,False,False,False,False,master
vant,"A lightweight, customizable Vue UI library for mobile web apps.",https://github.com/youzan/vant,2017-04-19T07:55:31Z,2023-09-21T10:07:41Z,https://vant-ui.github.io/vant/,120538,21923,9524,42,21923,TypeScript,MIT,"['components', 'mobile', 'ui-kit', 'ui-library', 'vant', 'vue', 'vue3']",True,False,True,True,True,True,False,False,False,main
windows95,"💩🚀 Windows 95 in Electron. Runs on macOS, Linux, and Windows.",https://github.com/felixrieseberg/windows95,2018-08-23T05:04:38Z,2023-09-21T09:07:29Z,,3895,21922,1336,135,21922,TypeScript,NOASSERTION,[],True,False,True,False,False,False,False,False,False,master
llvm-project,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.,https://github.com/llvm/llvm-project,2016-12-07T09:39:33Z,2023-09-21T11:45:26Z,http://llvm.org,2256056,21899,8468,19666,21899,,NOASSERTION,[],True,False,True,False,False,False,False,False,False,main
vuepress,📝 Minimalistic Vue-powered static site generator,https://github.com/vuejs/vuepress,2018-04-05T16:58:38Z,2023-09-21T05:12:13Z,https://vuepress.vuejs.org,15187,21895,4820,588,21895,JavaScript,MIT,"['blog-engine', 'docs-generator', 'seo', 'static-site-generator', 'vue', 'vuepress']",True,True,True,True,False,False,False,False,False,master
NLP-progress,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.",https://github.com/sebastianruder/NLP-progress,2018-06-22T17:43:55Z,2023-09-20T07:09:27Z,https://nlpprogress.com/,1345,21891,3580,51,21891,Python,MIT,"['dialogue', 'machine-learning', 'machine-translation', 'named-entity-recognition', 'natural-language-processing', 'nlp-tasks']",True,True,True,True,True,False,False,False,False,master
wiki,Wiki.js | A modern and powerful wiki app built on Node.js,https://github.com/requarks/wiki,2016-08-16T19:35:26Z,2023-09-21T09:25:42Z,https://js.wiki,38533,21891,2441,140,21891,Vue,AGPL-3.0,"['cross-platform', 'documentation', 'git', 'hacktoberfest', 'markdown', 'nodejs', 'open-source', 'wiki']",True,True,True,False,False,True,False,False,False,main
vegeta,HTTP load testing tool and library. It's over 9000!,https://github.com/tsenart/vegeta,2013-08-13T11:45:21Z,2023-09-21T10:54:50Z,http://godoc.org/github.com/tsenart/vegeta/lib,2533,21886,1334,60,21886,Go,MIT,"['benchmarking', 'go', 'http', 'load-testing']",True,True,True,True,False,False,False,False,False,master
electron-react-boilerplate,A Foundation for Scalable Cross-Platform Apps,https://github.com/electron-react-boilerplate/electron-react-boilerplate,2015-05-18T09:54:57Z,2023-09-20T19:04:32Z,https://electron-react-boilerplate.js.org/,17124,21860,3721,89,21860,TypeScript,MIT,"['babel', 'boilerplate', 'electron', 'eslint', 'javascript', 'react', 'typescript', 'webpack']",True,True,True,False,False,False,False,False,True,main
awesome-datascience,:memo: An awesome Data Science repository to learn and apply for real world problems.,https://github.com/academic/awesome-datascience,2014-07-05T07:07:43Z,2023-09-21T08:38:07Z,,1326,21848,5527,2,21848,,MIT,"['analytics', 'awesome-list', 'data-mining', 'data-science', 'data-scientists', 'data-visualization', 'deep-learning', 'hacktoberfest', 'machine-learning', 'science']",True,True,True,True,True,True,False,False,False,live
JARVIS,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf",https://github.com/microsoft/JARVIS,2023-03-30T02:57:12Z,2023-09-21T10:33:09Z,,3202,21836,1873,77,21836,Python,MIT,"['deep-learning', 'platform', 'pytorch']",True,True,True,True,False,False,False,False,False,main
api-guidelines,Microsoft REST API Guidelines,https://github.com/microsoft/api-guidelines,2016-07-12T20:01:24Z,2023-09-21T03:03:54Z,,2350,21826,2686,147,21826,,NOASSERTION,"['api', 'guidelines', 'rest-api', 'styleguide']",True,False,True,False,False,False,False,False,False,vNext
spacedrive,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust.",https://github.com/spacedriveapp/spacedrive,2021-09-27T05:09:04Z,2023-09-21T08:10:46Z,https://spacedrive.com,136059,21819,766,54,21819,Rust,AGPL-3.0,"['cross-platform', 'distributed-systems', 'encryption', 'file-manager', 'rust', 'storage', 'typescript']",True,False,True,False,False,True,False,False,False,main
passport,"Simple, unobtrusive authentication for Node.js.",https://github.com/jaredhanson/passport,2011-10-08T22:38:32Z,2023-09-21T09:24:12Z,https://www.passportjs.org?utm_source=github&utm_medium=referral&utm_campaign=passport&utm_content=about,614,21800,1255,375,21800,JavaScript,MIT,"['express', 'nodejs', 'oauth', 'oauth2', 'openid', 'openid-connect', 'passport', 'saml']",True,True,True,True,False,True,False,False,False,master
WaveFunctionCollapse,Bitmap & tilemap generation from a single example with the help of ideas from quantum mechanics,https://github.com/mxgmn/WaveFunctionCollapse,2016-09-30T11:53:17Z,2023-09-21T11:31:41Z,,31092,21789,1204,3,21789,C#,NOASSERTION,"['algorithm', 'csharp', 'gamedev', 'machine-learning', 'procedural-generation', 'wfc']",True,True,True,True,False,False,False,False,False,master
pytudes,"Python programs, usually short, of considerable difficulty, to perfect particular skills.",https://github.com/norvig/pytudes,2017-03-01T05:43:35Z,2023-09-21T08:33:30Z,,67316,21789,2368,22,21789,Jupyter Notebook,MIT,"['demonstrate-skills', 'practice', 'programming', 'python', 'python-3']",True,True,True,True,False,False,False,False,False,main
